x1,x2,target
9.249743445472092,12.797165224008857,0
26.118513085852,13.936663189731394,1
8.696962111821325,11.116652198083111,0
21.61487894560113,6.138127234316107,1
11.247285021274386,12.849175155945044,0
16.380184997318516,10.575648916809913,1
6.722253310382941,8.30508580008772,0
25.868449467055825,12.561928457297746,1
9.575187887650369,8.945054496895612,0
13.918670138632496,6.399372380021115,1
10.76460128745209,9.008895727366948,0
15.876566942193254,8.616273988190457,1
5.818627207377735,6.784149637257622,0
16.85055640763841,9.604252238072881,1
9.88948153136447,10.256116423666718,0
20.28152307707356,9.248047307516316,1
7.0649371674324755,10.950923063562744,0
22.952265382551417,10.607142115636265,1
7.393998119279204,9.645492780267334,0
24.19730941494727,12.482886803599925,1
9.54104632233787,6.4978226283514,0
19.966361002573695,11.610944494854575,1
8.213329091404525,11.053923693476499,0
17.630192419621874,8.641013722926896,1
8.23732552187947,11.663743339951818,0
25.900788936913777,12.457881436487643,1
12.44227238031668,12.254769080723186,0
22.016598772672367,12.106591309570383,1
9.404070712878706,13.682606340403876,0
16.6178344318518,5.772880229531754,1
10.417531860475977,10.642030825886135,0
17.547386454245313,8.272209444901197,1
6.375276797101847,9.950743604561351,0
16.919841768551258,4.7350698051713,1
12.97963937009321,10.505205270369682,0
15.348118172963265,7.56623688161731,1
12.359570406078564,10.92588660471456,0
16.993972929192374,5.549838882615385,1
4.5152279911359585,5.231242911203459,0
22.445402129787844,14.329029825855415,1
10.676964333910192,14.569711293317024,0
18.458528511482697,8.482015264193876,1
5.192367420634197,7.0637429117991015,0
18.215534929642168,3.944310588928055,1
11.974245026970742,11.104808456760887,0
21.14621143147743,15.0927522934266,1
8.35084918000134,13.370837879485755,0
22.221696503148912,14.919383804636695,1
6.565499949765376,9.644083094096615,0
14.100493804761689,7.909959435237744,1
7.901736145829105,5.49630915290028,0
24.523793344474214,13.993421899359557,1
7.684277726196958,9.05778975774588,0
17.333848521069477,4.6940525738068395,1
10.464746718793993,12.262006637190122,0
21.10059213561075,11.977856621532752,1
5.740573820007544,7.97502269343272,0
25.544727463448936,12.274254699979274,1
9.211452176121796,6.918927708737719,0
15.823334992542726,10.596162680403207,1
9.679660479312286,13.308606204996398,0
25.690963281509745,15.776598596673356,1
9.291104690302397,6.7183206449541535,0
21.617244553694157,6.686542627228756,1
8.163075521594568,9.075497069308977,0
20.023511279050652,9.409327286785551,1
7.15661784300725,6.60573433018126,0
17.634035969864062,8.588206337072064,1
10.226368079948504,9.476574385693514,0
19.06289778049818,14.06377643585984,1
7.408790197015858,11.777631631859375,0
19.853017968585835,10.226337411156972,1
7.059320202039344,5.182350042523582,0
16.640003282149987,8.320004276577624,1
13.542275232086187,13.588361778098967,0
24.520652870748957,9.375774593912844,1
6.631715613861047,8.36620009096388,0
18.583291791719468,5.671091091793602,1
11.377273584066078,10.726492246418886,0
15.757942288552613,3.8351458927812137,1
8.714218376002787,10.787842104234818,0
18.33276114736977,7.985589247736368,1
8.182498648448592,12.075981978882094,0
15.130729171156798,4.897564967559327,1
13.748531250238344,14.28412623661104,0
19.90315233626223,12.12060283531694,1
7.168235355414474,7.704159451676189,0
16.329365942896324,11.103940747364785,1
13.720419396837798,14.234139258771094,0
16.71740044762361,6.922594797919867,1
7.110358856721548,9.924394874813,0
22.829002336903354,9.513493683883176,1
8.371470776521264,6.975817460596454,0
16.981920440324533,11.239541695275424,1
5.134279895712859,8.428786936530585,0
17.374512968596935,8.16405135528693,1
7.532599749470933,12.248522596733572,0
18.67469956655792,13.994192557744526,1
4.785161081305856,6.113335869390591,0
19.039274075988068,4.769772431538671,1
9.283074206962153,13.666407999544724,0
17.56693333537258,6.580748177976006,1
13.823139933167283,12.094187112384002,0
15.839150033193615,6.793477564330563,1
5.288053898315294,7.479454431810868,0
18.702545546984787,8.656032367699797,1
5.969695883501794,8.267315313534365,0
20.93152954578476,15.704698516830849,1
8.91143171433148,6.054094562850086,0
17.196593358506433,9.23119354802369,1
11.43818869233357,14.193135951575758,0
17.933195248070348,4.601395805290798,1
13.161673493470385,10.651650152802786,0
16.021836482439443,5.905361044638028,1
8.250120866928091,12.159096899367878,0
14.600094513882565,3.774722708858827,1
5.804851707283585,10.908319555168324,0
22.267293785677584,16.020686790011972,1
12.15013686793456,11.115701121531188,0
14.661745955253927,8.43516819020673,1
4.860934016624358,6.647008144603431,0
23.797689149320632,15.956155402887422,1
10.995209134528825,8.553879016362181,0
14.252346951374658,5.740110222328634,1
11.078332159897766,14.587577559309814,0
14.982340208396685,9.043682562308254,1
4.93603177530004,6.22078452282253,0
16.075507170279856,6.2321503932465685,1
11.914538092848925,8.994540791594101,0
18.67364091850439,8.639124502154775,1
9.169900915831704,9.224509412720414,0
23.7943787427937,13.410931703602955,1
7.44145475995707,10.342728185063585,0
15.063419259569867,3.8054010189935648,1
7.721436872419522,8.672447773907395,0
16.605508874666405,4.119998667667196,1
8.633589832398668,13.004710087450398,0
14.950506217683767,5.9378643365485875,1
7.918102012346875,12.872300225172154,0
24.266001794851253,11.43199559043061,1
9.613915524535475,10.58873736891475,0
23.30945711502217,11.331988474743127,1
5.445701416771875,10.399035724968535,0
14.626713759429823,7.629841075174911,1
10.815722314531232,10.228008966280383,0
